f1,precision,recall
1,0.3043478261,0.4666666667
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
0,0,0
1,0.1,0.1818181818
0,0,0
0,0,0
1,0.0666666667,0.125
0,0,0
1,0.0454545455,0.0869565217
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
1,0.1142857143,0.2051282051
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.6666666667,0.2857142857,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
0.875,0.2258064516,0.358974359
1,0.1666666667,0.2857142857
1,0.0666666667,0.125
0.5,0.1333333333,0.2105263158
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
1,0.5,0.6666666667
1,0.2,0.3333333333
1,0.2,0.3333333333
1,0.2307692308,0.375
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0512820513,0.0975609756
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
1,0.04,0.0769230769
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
1,0.2777777778,0.4347826087
0,0,0
1,0.1818181818,0.3076923077
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1785714286,0.303030303
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
1,0.0666666667,0.125
0,0,0
0,0,0
1,0.25,0.4
1,0.2,0.3333333333
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2307692308,0.375
1,0.1111111111,0.2
1,0.2727272727,0.4285714286
1,0.1086956522,0.1960784314
0,0,0
1,0.2777777778,0.4347826087
0,0,0
0.6,0.125,0.2068965517
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
1,0.1538461538,0.2666666667
0,0,0
0,0,0
1,0.125,0.2222222222
1,0.0769230769,0.1428571429
1,0.4,0.5714285714
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.6666666667,0.8
0,0,0
0,0,0
0,0,0
0,0,0
0.4,0.0666666667,0.1142857143
0,0,0
1,0.0588235294,0.1111111111
1,0.75,0.8571428571
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
1,0.0833333333,0.1538461538
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0526315789,0.1
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
1,0.1578947368,0.2727272727
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
1,0.1428571429,0.25
0,0,0
1,0.1111111111,0.2
0,0,0
1,0.2,0.3333333333
0,0,0
1,0.0476190476,0.0909090909
0,0,0
0.3333333333,0.0909090909,0.1428571429
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0714285714,0.1333333333
0,0,0
1,0.0714285714,0.1333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.375,0.5454545455
0,0,0
0,0,0
0,0,0
1,0.0625,0.1176470588
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0588235294,0.1111111111
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
1,0.4444444444,0.6153846154
0,0,0
0,0,0
0,0,0
1,0.0869565217,0.16
0,0,0
1,0.0909090909,0.1666666667
1,0.1764705882,0.3
0,0,0
1,0.4285714286,0.6
1,0.1,0.1818181818
1,0.0666666667,0.125
0,0,0
1,0.2222222222,0.3636363636
0.8,0.4444444444,0.5714285714
1,0.125,0.2222222222
0,0,0
0,0,0
0.6,0.12,0.2
1,0.3333333333,0.5
1,0.2631578947,0.4166666667
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
1,0.2,0.3333333333
0.3333333333,0.0909090909,0.1428571429
0,0,0
1,0.3333333333,0.5
0,0,0
1,0.1818181818,0.3076923077
1,0.25,0.4
0.875,0.1555555556,0.2641509434
0,0,0
1,0.0625,0.1176470588
1,0.1,0.1818181818
0,0,0
1,0.2264150943,0.3692307692
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0.8888888889,0.2105263158,0.3404255319
1,0.4615384615,0.6315789474
0,0,0
0,0,0
0,0,0
0,0,0
0.6,0.1363636364,0.2222222222
1,0.25,0.4
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
1,0.2307692308,0.375
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
1,0.0526315789,0.1
0,0,0
1,0.0666666667,0.125
1,0.2631578947,0.4166666667
0,0,0
1,0.25,0.4
0,0,0
0.5,0.08,0.1379310345
0,0,0
0,0,0
0.8947368421,0.3333333333,0.4857142857
0,0,0
1,0.1428571429,0.25
1,0.2727272727,0.4285714286
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0666666667,0.125
0,0,0
0.6666666667,0.4,0.5
1,0.09375,0.1714285714
1,0.25,0.4
0,0,0
0,0,0
1,0.25,0.4
1,0.1818181818,0.3076923077
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3333333333,0.5
1,0.0769230769,0.1428571429
0,0,0
0,0,0
0,0,0
1,0.0588235294,0.1111111111
0,0,0
1,0.6666666667,0.8
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0714285714,0.1333333333
0,0,0
1,0.2,0.3333333333
0,0,0
0.6666666667,0.1904761905,0.2962962963
0,0,0
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.16,0.275862069
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
0,0,0
1,0.1451612903,0.2535211268
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
1,0.2666666667,0.4210526316
1,0.0625,0.1176470588
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2307692308,0.375
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.3333333333,0.5
1,0.4375,0.6086956522
0,0,0
0,0,0
0.5,0.0769230769,0.1333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
1,0.3,0.4615384615
1,0.1428571429,0.25
1,0.0526315789,0.1
0,0,0
1,0.125,0.2222222222
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2222222222,0.3636363636
0,0,0
1,0.25,0.4
1,0.4285714286,0.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3333333333,0.5
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
1,0.4,0.5714285714
0,0,0
1,0.1,0.1818181818
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2222222222,0.3636363636
0,0,0
0.3333333333,0.0714285714,0.1176470588
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0833333333,0.1538461538
1,0.1333333333,0.2352941176
0,0,0
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.05,0.0952380952
1,0.1538461538,0.2666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
1,0.3333333333,0.5
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2857142857,0.4444444444
0,0,0
1,0.1111111111,0.2
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1333333333,0.2352941176
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4,0.125,0.1904761905
1,0.1111111111,0.2
1,0.0833333333,0.1538461538
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
1,0.1,0.1818181818
0.3333333333,0.1,0.1538461538
1,0.04,0.0769230769
1,0.2,0.3333333333
1,0.1428571429,0.25
1,0.2222222222,0.3636363636
0,0,0
0,0,0
1,0.0714285714,0.1333333333
0.5,0.0588235294,0.1052631579
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0833333333,0.1538461538
1,0.7142857143,0.8333333333
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
1,0.2,0.3333333333
1,0.2173913043,0.3571428571
1,0.0588235294,0.1111111111
1,0.0454545455,0.0869565217
0,0,0
0,0,0
0,0,0
1,0.0555555556,0.1052631579
0,0,0
0.8461538462,0.1692307692,0.2820512821
1,0.2727272727,0.4285714286
0,0,0
1,0.4444444444,0.6153846154
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
1,0.0833333333,0.1538461538
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0714285714,0.1333333333
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
1,0.35,0.5185185185
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0588235294,0.1111111111
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.3125,0.4761904762
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1388888889,0.243902439
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
1,0.3636363636,0.5333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
1,0.25,0.4
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1,0.1818181818
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1333333333,0.2352941176
0,0,0
0.5,0.1111111111,0.1818181818
1,0.2352941176,0.380952381
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
1,0.0555555556,0.1052631579
0,0,0
0,0,0
1,0.2666666667,0.4210526316
0,0,0
0,0,0
0.9,0.1956521739,0.3214285714
0,0,0
0,0,0
0,0,0
0,0,0
0.6666666667,0.1666666667,0.2666666667
0,0,0
1,0.125,0.2222222222
0,0,0
1,0.0357142857,0.0689655172
0,0,0
0.3333333333,0.25,0.2857142857
0.6666666667,0.2857142857,0.4
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
1,0.5,0.6666666667
1,0.25,0.4
0,0,0
0,0,0
0.3333333333,0.1666666667,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0.6666666667,0.1379310345,0.2285714286
0,0,0
0,0,0
0,0,0
1,0.2142857143,0.3529411765
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
1,0.1304347826,0.2307692308
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.1,0.1666666667
0,0,0
1,0.0588235294,0.1111111111
1,0.2,0.3333333333
1,0.0303030303,0.0588235294
0,0,0
0.3333333333,0.0454545455,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.275862069,0.4324324324
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
1,0.1538461538,0.2666666667
0,0,0
0,0,0
0,0,0
1,0.1875,0.3157894737
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.3333333333,0.1111111111,0.1666666667
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
1,0.25,0.4
0,0,0
1,0.4,0.5714285714
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
1,0.0833333333,0.1538461538
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0833333333,0.1538461538
1,0.125,0.2222222222
0,0,0
1,0.0555555556,0.1052631579
0,0,0
1,0.1764705882,0.3
1,0.3333333333,0.5
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.8,0.3076923077,0.4444444444
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.1111111111,0.2
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
0.8888888889,0.3636363636,0.5161290323
0,0,0
0,0,0
1,0.0833333333,0.1538461538
0,0,0
0.4,0.1111111111,0.1739130435
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
1,0.0625,0.1176470588
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
1,0.5,0.6666666667
1,0.5384615385,0.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.2307692308,0.375
0,0,0
0,0,0
0,0,0
1,0.1176470588,0.2105263158
0,0,0
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
1,0.3333333333,0.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0909090909,0.1666666667
1,0.1428571429,0.25
1,0.0555555556,0.1052631579
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1785714286,0.303030303
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.1764705882,0.3
1,0.3,0.4615384615
0,0,0
1,0.3,0.4615384615
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1,0.1818181818
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.6666666667,0.8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0.8,0.3636363636,0.5
1,0.1428571429,0.25
0,0,0
1,0.0555555556,0.1052631579
0,0,0
1,0.1666666667,0.2857142857
1,0.2,0.3333333333
0,0,0
1,0.125,0.2222222222
1,0.1538461538,0.2666666667
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.0555555556,0.1
0,0,0
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0.75,0.375,0.5
0,0,0
1,0.0666666667,0.125
1,0.25,0.4
1,0.6,0.75
0,0,0
1,0.1666666667,0.2857142857
0,0,0
1,0.0769230769,0.1428571429
1,0.5454545455,0.7058823529
0,0,0
1,0.1111111111,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0869565217,0.16
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
1,0.05,0.0952380952
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.5,0.6666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1176470588,0.2105263158
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
1,0.0833333333,0.1538461538
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
1,0.0909090909,0.1666666667
1,0.3333333333,0.5
0,0,0
0,0,0
1,0.25,0.4
1,0.6,0.75
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0212765957,0.0416666667
1,0.1538461538,0.2666666667
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.15,0.2608695652
0,0,0
1,0.6,0.75
0,0,0
0,0,0
0.6666666667,0.1481481481,0.2424242424
1,0.1904761905,0.32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.1428571429,0.2222222222
0,0,0
0,0,0
1,0.5,0.6666666667
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.0666666667,0.125
1,0.1904761905,0.32
0,0,0
1,0.2352941176,0.380952381
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0625,0.1176470588
1,0.5714285714,0.7272727273
0,0,0
1,0.2222222222,0.3636363636
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
1,0.0909090909,0.1666666667
0,0,0
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0769230769,0.1428571429
0,0,0
0,0,0
1,0.3333333333,0.5
1,0.2,0.3333333333
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
0.6666666667,0.1428571429,0.2352941176
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
1,0.0588235294,0.1111111111
1,0.1111111111,0.2
0,0,0
1,0.34375,0.511627907
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.2,0.2857142857
0,0,0
0,0,0
1,0.1428571429,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.0625,0.1176470588
0,0,0
0.6,0.1666666667,0.2608695652
1,0.1,0.1818181818
0,0,0
0,0,0
0,0,0
1,0.2,0.3333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.25,0.4
0,0,0
0,0,0
0,0,0
1,0.0714285714,0.1333333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.1666666667,0.2857142857
0,0,0
1,0.25,0.4
1,0.1818181818,0.3076923077
0,0,0
0,0,0
1,0.125,0.2222222222
0,0,0
0,0,0
1,0.1111111111,0.2
0,0,0
