f1,p,r
0.4396447241,0.4275405705,0.4533143342
0.607832551,0.5967277288,0.6203026175
0.3714666963,0.3572544456,0.3876492977
0.602907598,0.5756178498,0.6358232498
0.4235092103,0.4039928615,0.4467346966
0.6752636433,0.6613042355,0.6919934154
0.6113055348,0.596111536,0.6286749244
0.4185754955,0.4057610929,0.4336366951
0.4394215047,0.4214763939,0.4601694345
0.3872727752,0.3731319308,0.4041345417
0.5054013133,0.4891866446,0.5240591764
0.4698901176,0.4559779167,0.4855681956
0.5877212882,0.5691945553,0.6088082194
0.4605977833,0.4374077022,0.4869532287
0.4133357406,0.3989956379,0.4297431707
0.4696629941,0.4528920352,0.489084214
0.5153279901,0.4934222996,0.5411171913
0.4608168304,0.4381743073,0.4866813421
0.4994374514,0.4886915684,0.5115359426
0.5773856044,0.5622088909,0.5947303772
0.4519746602,0.438292861,0.4678554535
0.3691862822,0.3545954227,0.3864880502
0.4333479106,0.4200920165,0.4483214915
0.4142206609,0.398057133,0.4329259992
0.3671962917,0.3529968262,0.3830972314
0.475897342,0.4598021209,0.4942579567
0.4683738351,0.4538216889,0.4850185215
0.4650810957,0.4533212185,0.4787665308
0.4161169827,0.4035437405,0.4306082129
0.5382909179,0.5207298398,0.5579666495
0.635615468,0.6242499948,0.6497678161
0.6159220338,0.5941437483,0.6413546205
0.4388468564,0.4249440134,0.4548796713
0.5589921474,0.5452409387,0.5742364526
0.3748828769,0.3628999591,0.3884022236
0.4232879281,0.4183711112,0.4286490381
0.5420824885,0.5227177739,0.5643454194
0.4193605483,0.406363517,0.4339720905
0.4603196084,0.4444622397,0.4784852862
0.3701910675,0.3522212207,0.3910942078
0.5883476138,0.5691503286,0.610416472
0.5633776188,0.5478956103,0.5817647576
0.4749971926,0.4632636905,0.4885864258
0.4849179387,0.4743162692,0.4974283576
0.4336650074,0.4150876999,0.45597592
0.5466780663,0.5291830897,0.5670735836
0.3634874821,0.3493130505,0.3793534636
0.4282752872,0.4167362154,0.4416306615
0.43951267,0.4259245992,0.4546652734
0.3779977262,0.3668970168,0.3906683326
0.5035573244,0.4920472205,0.5159621239
0.4060578048,0.3904151022,0.4238539934
0.4243833721,0.4112157524,0.4393025637
0.3484541178,0.3332820535,0.3657448888
0.4546195567,0.4412564337,0.4701932669
0.4827325642,0.4555345774,0.5152557492
0.3883169889,0.377391547,0.4007021189
0.4339509904,0.4240139127,0.4448985159
0.4696515799,0.4591259956,0.4813797772
0.5058805346,0.4925813675,0.5207226872
0.4887716174,0.4667555988,0.5142002702
0.3687112033,0.3562861979,0.3826507628
0.4733447731,0.4575768709,0.4916400611
0.3547330797,0.3393957317,0.3723178804
0.6590471864,0.6424636841,0.6773568988
0.4918267131,0.4780648947,0.5075998306
0.5703478456,0.5510091186,0.5929592848
0.4240727723,0.4132441282,0.4361230433
0.3726801872,0.3542813659,0.3941580951
0.5323212743,0.5217943192,0.545093894
0.3927983344,0.3782039285,0.4099989235
0.4816407263,0.465721041,0.4999587238
0.4607647359,0.4453904629,0.478449434
0.5228920579,0.5021309257,0.5465309024
0.4066874385,0.3935119808,0.4217113554
0.4731532633,0.4616418779,0.4861478508
0.47232458,0.4563782513,0.490571171
0.432351917,0.41310969,0.4544320107
0.564389348,0.5502684116,0.5800876617
0.3901166022,0.3754747212,0.4067630768
0.5312268138,0.504512012,0.5618235469
0.4842396677,0.4717777371,0.4991530478
0.4890550673,0.4713722169,0.5097667575
0.4439316392,0.432602793,0.4562628567
0.4945196211,0.4764478505,0.5150129199
0.4995388687,0.4829558432,0.5186513662
0.4804173708,0.4645031691,0.4997482598
0.5153973103,0.5042168498,0.5276888609
0.4835366309,0.4718495905,0.4967256486
0.3984769881,0.3865679502,0.4121526182
0.5718643665,0.5555592179,0.590225935
0.4883246422,0.4687610567,0.5109884739
0.4226214588,0.4067922533,0.4412546754
0.4132758975,0.4008175731,0.4276201427
0.509893477,0.494841516,0.5271615386
0.5125125051,0.4994864762,0.5270844698
0.4741746783,0.4592691362,0.4910960495
0.4003023803,0.3839197159,0.4193332195
0.5226370096,0.5078811049,0.539373219
0.4739260077,0.4566633105,0.4939246178
0.5346326828,0.5185064673,0.5530353189
0.4266282618,0.4059925079,0.4509253502
0.4422978759,0.4315712154,0.4544137418
0.3982510567,0.3837205768,0.4146358073
0.6064580679,0.5845700502,0.6314962506
0.5490897298,0.5442282557,0.5541579127
0.6249241233,0.607003212,0.6455765367
0.4844197631,0.4672693014,0.5042271018
0.487544924,0.468970567,0.5089225173
0.6159026027,0.6022734046,0.6315639615
0.4660284221,0.4507979155,0.4834195375
0.5120397806,0.4994736612,0.5260772705
0.4595322311,0.4456801414,0.47544083
0.5037935376,0.4895882308,0.5200470686
0.4829449356,0.4623550773,0.5067779422
0.4843139648,0.4743649065,0.4957979321
0.5422586799,0.5247636437,0.5625401735
0.3263565004,0.3103392422,0.3456516862
0.4863969386,0.4713509679,0.5038213134
0.4189654291,0.3973911405,0.4446979463
0.4810709953,0.4635722339,0.5017548203
0.4681171775,0.4477671981,0.4926393628
0.5908985734,0.5625141859,0.6241827011
0.5519794226,0.5297500491,0.5777267218
0.5224403739,0.5028986335,0.5453266501
0.4626997113,0.4550723135,0.4708920121
0.4509298503,0.4373660386,0.4665349722
0.3973324001,0.3884184062,0.4070810974
0.4250743687,0.4098895788,0.4427075684
0.5189247727,0.5008324981,0.5400648117
0.5725597739,0.5589055419,0.5877756476
0.5443710685,0.5243635178,0.5666010976
0.4740357101,0.4628412426,0.486258775
0.5275321603,0.5077345967,0.5507842898
0.431445539,0.4154046774,0.4501943886
0.4261654019,0.4094811678,0.4448983073
0.5052168369,0.4943153262,0.5173895955
0.4327172041,0.4179406464,0.4494578838
0.569321692,0.5565927029,0.5835400224
0.5375221968,0.5109904408,0.5680418611
0.4039313197,0.3897747993,0.4203512967
0.4609109163,0.44730708,0.476257354
0.4347988665,0.4275539815,0.442722261
0.4462221265,0.4366856515,0.4566859901
0.4803206623,0.4593277872,0.5042688847
0.5345891118,0.5273103118,0.5438247919
0.4531637728,0.4369638562,0.4713173509
0.5301026106,0.5156541467,0.547137022
0.5025427341,0.4859647751,0.5216277242
0.387609303,0.3721723258,0.4050349295
0.4198863506,0.4041792452,0.4380395114
0.4920904338,0.4819554687,0.5036996603
0.455260247,0.4416294098,0.47100088
0.5026667714,0.4857473969,0.5225527287
0.3364009857,0.3251407444,0.3491765559
0.4321446121,0.4165763855,0.4498873353
0.4631909132,0.4482859969,0.4807797074
0.3870049715,0.3775416911,0.3978222311
0.4262193441,0.4159559309,0.4382598102
0.4828893244,0.4715199471,0.4957365096
0.4016599357,0.3874296248,0.4181562364
0.4548670053,0.44772771,0.4628895521
0.463583231,0.4490832984,0.4801273942
0.4813242555,0.4655988812,0.4991337955
0.455035001,0.4429270029,0.4692897201
0.5867959261,0.5751792789,0.5997650027
0.5367158055,0.5289587379,0.545415163
0.5284233093,0.5123947263,0.5464265943
0.3549156785,0.3428139687,0.3683499694
0.4646352828,0.4432635605,0.4895584583
0.6267445683,0.607512176,0.649166882
0.5387206078,0.5314916968,0.546563983
0.5536788702,0.5459136367,0.5627811551
0.4686068594,0.4536818564,0.4861732721
0.4612351656,0.4524952769,0.4711093903
0.5164083838,0.5048339367,0.5289173126
0.4764618576,0.4587480426,0.4970979393
0.4155626893,0.3962759674,0.4380752146
0.4357397258,0.415427953,0.45904091
0.4297992289,0.4159362316,0.445731312
0.6262059808,0.6186688542,0.6346639395
0.4422821701,0.4280033708,0.4588024914
0.5265950561,0.5126348734,0.5429300666
0.5404312611,0.5253267288,0.5576764941
0.4082301557,0.3946464956,0.42384848
0.4789675176,0.4628989398,0.4975894392
0.4795325696,0.4609186053,0.5006631613
0.5620351434,0.5416204929,0.5852550864
0.4890210927,0.4708931148,0.5098404288
0.5240182281,0.5091452599,0.5405814648
0.4593138397,0.4454493523,0.4751133919
0.6012507677,0.5875183344,0.6176224947
0.3528793454,0.3397256732,0.3677802682
0.4749400914,0.4634344876,0.4874846041
0.5224999785,0.5113633871,0.5345657468
0.5247391462,0.514816761,0.5356103182
0.6144593954,0.6043908596,0.6260001659
0.5106161237,0.4996905625,0.5224835873
0.4437742233,0.433172822,0.4558218718
0.4884304106,0.4725650251,0.5064489841
0.5484963655,0.5345968008,0.5642193556
0.5378836989,0.5274540782,0.549998045
0.3762084842,0.3614974916,0.393484205
0.4766033292,0.4664776325,0.4874425828
0.5673232079,0.5497950315,0.5872199535
0.4723722339,0.4521310031,0.4963462949
0.3390190303,0.3220620751,0.3592352867
0.5844741464,0.5691551566,0.6010844111
0.4894317687,0.4737235308,0.5070874691
0.4073533118,0.3915309906,0.4255744815
0.4316113591,0.4149698317,0.4509828985
0.6532599926,0.6317842603,0.6783534288
0.5066741705,0.4922177494,0.5235253572
0.4250831604,0.4059210122,0.4474960566
0.4280884266,0.4138831794,0.4441417158
0.5598946214,0.5409979224,0.5817286968
0.4063616395,0.3910076618,0.4241111875
0.4923258424,0.4684563875,0.5200391412
0.4149134755,0.387798667,0.4465640783
0.5402258635,0.5187892318,0.5646671653
0.4860202968,0.4684634507,0.5065361857
0.4703221023,0.4537748694,0.4891651273
0.5007647872,0.4854928553,0.5182632804
0.4783591032,0.4622588754,0.4966634214
0.4536567032,0.429122597,0.4821108282
0.3996963203,0.3876286149,0.4129731357
0.4702527225,0.4556868374,0.4867868721
0.5365082622,0.5266990066,0.547714889
0.4432870746,0.4308728576,0.4572677612
0.4192590714,0.4063120186,0.4340581894
0.5684443712,0.5585411787,0.5798175335
0.4853169024,0.467969656,0.5049869418
0.4829583466,0.4659283459,0.5019665956
0.4780778885,0.4619181454,0.4968248904
0.400400579,0.3917425871,0.410091877
0.478831172,0.4653172195,0.4941117465
0.4819358289,0.4580481052,0.5094819665
0.4743033648,0.4598224163,0.4910707176
0.4354607165,0.4156855047,0.4578710496
0.4303130805,0.4187273979,0.4432966709
0.5463014245,0.5347456932,0.5592284203
0.626129806,0.6137958765,0.6401870251
0.4612724185,0.4350275397,0.492420435
0.3801029921,0.3654058576,0.3970208466
0.5712010264,0.5585832,0.5849207044
0.4808354378,0.4655764103,0.4979513586
0.4425329566,0.425350517,0.4627748132
0.4974477887,0.4846430421,0.5128416419
0.5329072475,0.5173367858,0.5508836508
0.3999556899,0.3865918517,0.4149899483
0.5645796061,0.546405077,0.5852433443
0.3125427067,0.2926614583,0.3355203271
0.4806238115,0.4648726583,0.4988976121
0.3682126105,0.3528183699,0.386149317
0.496435672,0.4810043573,0.5142763257
0.494161278,0.4749698043,0.5168771744
0.3969636559,0.3824356794,0.413918376
0.4381840229,0.427380383,0.4501233101
0.4467275143,0.4315694273,0.4640565813
0.4506368637,0.4250462949,0.4804693758
0.5488189459,0.5305832624,0.5707001686
0.4351552725,0.4212845564,0.4505728781
0.4958051145,0.4800104201,0.5138097405
0.5417927504,0.5197300911,0.569213748
0.5082202554,0.4917865098,0.5266668797
0.4209528863,0.4030570686,0.44181633
0.4987730384,0.4831044078,0.5171709657
0.505631566,0.4898016751,0.5240769982
0.555570364,0.5362131,0.5774646997
0.4220553041,0.4127113819,0.4329376519
0.555621326,0.5432369113,0.5696876645
0.3182502985,0.3072305024,0.3316901922
0.2987827361,0.2891895473,0.3091985583
0.3993139863,0.3826286793,0.4188049138
0.4803371131,0.4601263702,0.5038155913
0.4166670144,0.3983884156,0.4381422102
0.4667141736,0.4518483579,0.4834744036
0.4594263732,0.4487245381,0.4716922045
0.5699643493,0.5551213622,0.58624506
0.6109858751,0.5945794582,0.6295011044
0.6222321391,0.6043203473,0.643219471
0.4603896737,0.4451613724,0.4779763818
0.577311635,0.5612041354,0.5954697728
0.5408840179,0.5262420177,0.5577088594
0.4530683458,0.4379174709,0.4702071548
0.4256758392,0.4077320099,0.4457892478
0.416254729,0.3990311921,0.4360117018
0.5418726206,0.5229571462,0.5637354851
0.4769420922,0.4628661573,0.4934046268
0.4576325119,0.4366717637,0.4819489419
0.4723351598,0.4595254958,0.4866397083
0.4932109416,0.4839520156,0.5035467148
0.5158587694,0.5010015368,0.5337793231
0.5285531878,0.5093874335,0.5502830148
0.5720509887,0.5613158345,0.5840909481
0.5189563036,0.5052788854,0.5345380902
0.4853843153,0.4814860523,0.4894082546
0.5204388499,0.504406929,0.5390893221
0.518868804,0.5063236356,0.5330044627
0.4630408883,0.449062407,0.4789582789
0.4029004276,0.3851902783,0.4232063293
0.1774118394,0.1697601527,0.1866151541
0.5552312136,0.5433849692,0.5689056516
0.3359732926,0.324018836,0.3491361737
0.4042730629,0.3907142878,0.4199911356
0.4655034542,0.4526886046,0.479988277
0.4272989929,0.413423717,0.443171829
0.4750855863,0.4587060213,0.4938871861
0.4688020647,0.449319154,0.4915977716
0.4093974531,0.3905762136,0.4314500988
0.4706908464,0.454813689,0.4888775647
0.4828756452,0.4663086534,0.5025052428
0.5090501308,0.4939327836,0.5263306499
0.4329672456,0.4210161567,0.4465513229
0.5024021864,0.4843774736,0.523367703
0.4547516406,0.439902097,0.471852839
0.5387154222,0.5284221172,0.5503826737
0.4322414994,0.4161764085,0.4508166015
0.4073314965,0.3892419934,0.4285290837
0.4464951158,0.4321814477,0.4630031586
0.4475905001,0.4269132912,0.4713659883
0.4999667704,0.4726907015,0.5314968824
0.4438880384,0.4351820052,0.4534170032
0.4944430292,0.478906244,0.5120056272
0.4340366125,0.4192721248,0.4503526688
0.4427088499,0.4300049841,0.4570782781
0.5970521569,0.5775231123,0.6199038029
0.2424392402,0.2355410755,0.2501483858
0.5125593543,0.495043546,0.5329961777
0.5594044328,0.5405117273,0.58147192
0.5035737157,0.490359664,0.5189634562
0.485467881,0.4726980329,0.5004453063
0.5548501611,0.5308174491,0.583024323
0.4418894947,0.425350666,0.4605409801
0.3945991397,0.376916796,0.4153240919
0.5468276143,0.5339177847,0.5612026453
0.499792546,0.4881458282,0.5128198266
0.5482245684,0.5302004814,0.5681612492
0.4426274002,0.4299165905,0.4572236836
0.413315326,0.4016634822,0.4266299605
0.5030483603,0.4876362979,0.5203274488
0.4732910991,0.461609304,0.4867215753
0.6359272599,0.6205112338,0.6531917453
0.5619863868,0.5472860336,0.5792146325
0.6164941788,0.5941596627,0.6425462365
0.4798939228,0.4610910416,0.5016605258
0.6495698094,0.6315814257,0.6695711017
0.5436680317,0.5311521292,0.5578479171
0.5691548586,0.556560874,0.583519578
0.503729105,0.4917324185,0.517385006
0.5801252723,0.5625190735,0.6003603339
0.3881179392,0.3754618168,0.402628243
0.5008417368,0.483605504,0.5204896331
0.5207551122,0.5084242225,0.5347918272
0.4144862592,0.4000867307,0.4313634932
0.3959240615,0.3802796304,0.4141064584
0.5198122263,0.5032922626,0.5388971567
0.5024498105,0.4872115552,0.519731164
0.4519996643,0.4355389178,0.4708535671
0.5713524818,0.556073308,0.5884713531
0.4382204115,0.4241042435,0.4545064867
0.4967283309,0.4835858345,0.5118417144
0.4825920165,0.4648646116,0.5025405884
0.4580456614,0.4425372183,0.476993382
0.4806592762,0.4712224007,0.4914607704
0.409135282,0.3967154324,0.4231623113
0.421705097,0.4038507044,0.4420126975
0.4387128949,0.4251411259,0.4537687898
0.4585263729,0.4499504864,0.4682527483
0.4247746766,0.4122247696,0.4388646185
0.515288949,0.5029232502,0.5291774869
0.4233738184,0.3993131816,0.4524438381
0.4884724021,0.4758413434,0.5025960207
0.4363682568,0.4234016538,0.4514410794
0.5241727829,0.5112214088,0.5387943387
0.3291351199,0.3175984621,0.3432126641
0.5060974956,0.4908831418,0.5237679482
0.5141339302,0.4982114434,0.532168448
0.5202931166,0.5020717978,0.5419390202
0.4776220322,0.4643931985,0.4929636419
0.56580621,0.5592592359,0.5730842948
0.5825054646,0.5655498505,0.6014062762
0.5210679173,0.5086388588,0.535271287
0.4890072644,0.472246021,0.5084229708
0.1806180775,0.1792657673,0.1820496619
0.4780945778,0.4643861055,0.493948549
0.709579587,0.6896888018,0.7313916683
0.4657872617,0.4523129463,0.4823796749
0.5724026561,0.5569769144,0.5900723338
0.637721777,0.6287170053,0.648113966
0.4453194737,0.4303612411,0.4625906348
0.3858198225,0.3736090064,0.3998388946
0.5598925948,0.5454800129,0.5776462555
0.2485582978,0.236087501,0.2634537816
0.528018415,0.5178470016,0.5394705534
0.510781467,0.4936169684,0.5299766064
0.5065514445,0.4932377934,0.5213991404
0.4492319524,0.4367370605,0.4635281861
0.470282644,0.4456729591,0.4992570281
0.6973931789,0.6844010353,0.7115136981
0.6368018389,0.6241595149,0.6504799724
0.5045018792,0.4821389318,0.5304245353
0.4724447727,0.4546782672,0.4937562943
0.5250560641,0.5071166754,0.5454282165
0.4953589439,0.4787559211,0.5149167776
0.5405356884,0.5274139047,0.5555890203
0.5308968425,0.5152198076,0.548992455
0.494620353,0.4755759239,0.5164716244
0.6729151607,0.6575892568,0.6904085875
0.4856412411,0.470297873,0.5039031506
0.3490243554,0.3396413624,0.359556675
0.4983282089,0.4856066704,0.5126099586
0.6432417631,0.6158819795,0.6757083535
0.4483802319,0.4393825531,0.4584732652
0.4131180346,0.3992039859,0.4289509952
0.5118489265,0.5004525781,0.5248208642
0.5226617455,0.5123810768,0.5343130827
0.5429313779,0.5306227803,0.5565869212
0.6103931665,0.5788346529,0.6463449597
0.4425224662,0.4273075759,0.460115999
0.5742990971,0.5618799329,0.5875545144
0.4551048577,0.4473994672,0.4636822939
0.4573321939,0.4424175322,0.4742880166
0.4721785784,0.4550824463,0.4915798604
0.5246419907,0.501460135,0.5522831678
0.4296315312,0.4157126844,0.4454771876
0.4118107855,0.3972352743,0.4289004803
0.4924366176,0.4743326008,0.5128194094
0.4400601685,0.4211827517,0.4618126452
0.6998691559,0.6777970195,0.7258891463
0.4912181199,0.4728825986,0.5125589371
